param                                 mean       std       2.5q       25q       50q       75q      97.5q    mc_err
a_subj(HC.food).227               1.334273  0.092242   1.185818  1.266463  1.319733  1.398905   1.530812  0.006111
a_subj(HC.food).228               1.377912  0.066846   1.248579  1.330561  1.376629  1.422456   1.515268  0.002361
a_subj(HC.food).230               1.372704  0.060131   1.262514  1.329524  1.370966  1.413931   1.496699  0.002255
a_subj(HC.food).231               1.260365  0.051175    1.16549  1.223991  1.258653  1.295051   1.361059  0.001601
a_subj(HC.food).232               1.355193  0.057148   1.245966  1.317903  1.353018  1.391334   1.473831  0.001861
a_subj(HC.food).233               1.021485  0.056095   0.917899  0.983393  1.018913  1.057528   1.138814  0.001975
a_subj(HC.food).234               0.942251  0.052855    0.84352  0.906037  0.939947  0.975237   1.052493  0.001939
a_subj(HC.food).235               1.154064  0.045401    1.06824  1.122496   1.15314  1.184073   1.246751  0.001388
a_subj(HC.food).236               1.222742  0.051656   1.125474  1.187871  1.222323  1.256461   1.328197  0.001508
a_subj(HC.food).237               1.349965  0.060893   1.229181  1.310226  1.347884  1.391282   1.473476  0.002203
a_subj(HC.food).238               0.934378  0.039845   0.860694  0.906709  0.933094   0.96031   1.016597  0.001252
a_subj(HC.food).239               1.398697  0.052805   1.302784  1.362165  1.397591  1.432866   1.509567  0.001622
a_subj(HC.food).240               1.096293  0.043913   1.012035  1.065181  1.095934  1.125589    1.18634   0.00136
a_subj(HC.food).241                1.47405  0.057618   1.367709  1.434541  1.472127  1.512539   1.591241  0.001688
a_subj(HC.food).242               1.432807  0.064589   1.310545  1.390071   1.43017  1.475114   1.561933  0.002298
a_subj(HC.food).243               0.940949  0.043268   0.857532  0.911437  0.939928  0.968923   1.029877   0.00138
a_subj(HC.food).244                1.31418  0.051218   1.222401  1.277629  1.314008  1.347167   1.420366  0.001452
a_subj(HC.food).246                1.56795  0.057037    1.45538   1.52941  1.567335  1.606021   1.680555  0.001753
a_subj(HC.food).247               1.407925  0.074484   1.264205  1.356298  1.407705  1.460349   1.552379  0.003141
a_subj(HC.food).248               1.129362  0.059833   1.000186   1.09288  1.132846  1.172313    1.23747  0.002951
a_subj(HC.food).249               1.297661  0.054482   1.198595  1.258372   1.29507  1.333769   1.409369  0.001703
a_subj(HC.food).250                1.50464  0.068964   1.371769   1.45769  1.503777  1.551159   1.644491  0.002354
a_subj(HC.food).251               1.296928  0.055734   1.192916  1.258462  1.296297  1.333325   1.409415  0.001904
a_subj(HC.food).252               1.483516  0.057336   1.374838  1.444841  1.482699  1.521457   1.601424  0.001966
a_subj(HC.food).253               1.391067  0.074632   1.244646  1.340888  1.391674  1.440559   1.540575  0.003512
a_subj(HC.food).254               1.440486  0.052965   1.339646   1.40507  1.440161  1.476767   1.547829  0.001821
a_subj(HC.food).255               1.514381  0.056957   1.406424  1.476023  1.513827  1.551327   1.632718  0.001817
a_subj(HC.food).256               1.452776  0.064903   1.335935  1.406347   1.45196  1.495797   1.587467  0.002202
a_subj(HC.food).257                1.24918  0.048182   1.159568  1.214985  1.247071  1.281156   1.348009   0.00145
a_subj(HC.food).258                 1.4707  0.072896   1.329947  1.418296  1.469547  1.520405   1.620459  0.002595
a_subj(HC.food).259               1.080248  0.048322   0.994736  1.047252  1.076255  1.112101   1.182586  0.001526
a_subj(HC.food).260               1.449719   0.05458   1.352311  1.411804  1.446559  1.484806   1.562518  0.001571
a_subj(HC.food).261               1.585906  0.066443   1.461995  1.540011  1.583456  1.628629   1.723367  0.002102
a_subj(HC.food).262               1.293836  0.055352   1.178953  1.259088  1.292889  1.330076   1.405419  0.001659
a_subj(HC.food).263               1.163759   0.04784   1.075761  1.131306  1.162659   1.19552   1.262967   0.00161
a_subj(HC.food).264               1.342524  0.063683   1.227636  1.296551  1.341791  1.386261   1.468733  0.002289
a_subj(HC.food).265               1.693296  0.069834   1.563907  1.644482  1.690204   1.74108   1.834137   0.00229
a_subj(HC.food).266               1.279175  0.047293   1.189074  1.246763  1.277999  1.311662   1.376621  0.001492
a_subj(HC.food).267               1.252427  0.073988   1.111658  1.200502   1.25227  1.301406   1.400212  0.003564
a_subj(HC.food).268               1.144825  0.052308   1.052536  1.107047  1.143721  1.179213   1.250969  0.001704
a_subj(HC.food).269               1.592771  0.061131   1.478392  1.550588  1.592056   1.63458   1.718232  0.001698
a_subj(HC.food).270               1.204988  0.054838   1.101262   1.16933  1.203468  1.239555    1.31926  0.002062
a_subj(HC.food).271               1.436961  0.056582   1.328095  1.399107  1.435735   1.47251   1.554389  0.001647
a_subj(HC.food).272               1.285662  0.055968   1.178606  1.246942  1.283718  1.322839   1.396149  0.001762
a_subj(HC.food).273               1.405084  0.055769   1.303517   1.36771  1.402317  1.440092    1.52127  0.001794
a_subj(HC.food).274               1.143064  0.048808   1.051504  1.110096  1.142552     1.174    1.24198  0.001619
a_subj(HC.food).275               1.489217  0.059685   1.377911  1.449795  1.486883   1.52739   1.606228   0.00183
a_subj(HC.food).276               1.036252  0.043383   0.957138  1.007036  1.035827  1.064837   1.124788  0.001386
a_subj(HC.food).277               1.648535  0.068588   1.518373  1.599945  1.650728  1.694817   1.781912   0.00246
a_subj(HC.food).278               1.196373   0.04868   1.101784  1.162128  1.195321  1.229289   1.291679  0.001793
a_subj(HC.food).279               1.041082  0.043305   0.955441  1.012189  1.040912  1.070156   1.127282  0.001509
a_subj(HC.food).281               1.297839  0.054662   1.197612  1.259626   1.29599  1.333168   1.407245  0.001532
a_subj(HC.food).282               1.364855  0.065336   1.247695  1.318012  1.362068  1.405571   1.508674  0.002264
a_subj(HC.food).283               0.934024  0.053833   0.828389  0.899037  0.931144    0.9687   1.046213    0.0022
a_subj(HC.food).284               1.023164  0.045925   0.931487   0.99365  1.022193  1.053154   1.113083  0.001757
a_subj(HC.food).285               1.360954   0.06503   1.236689  1.315797  1.362513  1.406245   1.490442  0.002743
a_subj(HC.food).286               1.384794  0.071284     1.2631  1.333713  1.379668  1.430192    1.54048  0.002601
a_subj(HC.food).288               1.480274  0.060023   1.367614  1.438602  1.479595  1.520424   1.602375  0.001965
a_subj(HC.food).289               1.094784  0.042919   1.018709  1.064656   1.09395  1.121789   1.180188  0.001346
a_subj(HC.food).290               1.166695  0.068022   1.049731  1.117018  1.160746  1.211959   1.306771  0.002638
a_subj(HC.food).291               1.678436  0.066431   1.545034  1.634556  1.678316  1.722899   1.811517  0.002342
a_subj(HC.food).292               1.320542  0.061486   1.195899  1.279831  1.320662  1.361615    1.44299  0.002395
a_subj(HC.food).309               1.653072   0.06322   1.533883  1.609027  1.650871  1.696698   1.778405  0.001985
a_subj(HC.food).310               1.398038  0.057129   1.287911  1.360525  1.395159  1.434325   1.514362  0.001886
a_subj(HC.food).311               1.154525  0.046593   1.066837   1.12214  1.153659   1.18492   1.251222  0.001596
a_subj(HC.neutral).64             0.958687  0.042966   0.881273   0.92924  0.956563  0.986194   1.048827  0.001385
a_subj(HC.neutral).65             1.034723  0.045728   0.950371  1.002595  1.030878  1.066245   1.129596  0.001328
a_subj(HC.neutral).67              1.40447  0.054048   1.302107  1.367313  1.403946  1.440445   1.511055  0.001551
a_subj(HC.neutral).69             1.128494  0.046455   1.037912  1.096561  1.129057  1.162846   1.216289  0.001711
a_subj(HC.neutral).70             1.138069  0.054827   1.033282  1.100734   1.13696  1.171955   1.247291  0.001863
a_subj(HC.neutral).72              1.68203  0.068008   1.559774  1.634093  1.677235  1.725966   1.822043  0.002179
a_subj(HC.neutral).73             1.155038  0.055126   1.052636  1.115221  1.153425  1.190452   1.268553  0.002013
a_subj(HC.neutral).74             1.632609  0.069755   1.505223  1.584717  1.628386   1.67928   1.779835  0.002207
a_subj(HC.neutral).75             1.200812  0.051212   1.101783  1.164934  1.201124  1.235246   1.305682   0.00168
a_subj(HC.neutral).76             1.311181  0.061348   1.200771  1.266976  1.310239  1.352248   1.432422  0.002539
a_subj(HC.neutral).77             1.517968  0.056209   1.409222  1.480696  1.516692  1.554496   1.633245   0.00177
a_subj(HC.neutral).78              0.98572  0.040723   0.909807   0.95762  0.983853  1.012985   1.068994  0.001337
a_subj(HC.neutral).79             1.248671  0.053319   1.153987    1.2118  1.247183  1.287336   1.353054  0.001517
a_subj(HC.neutral).80             1.242218  0.048695   1.148768  1.208255  1.242694  1.274332   1.344173  0.001539
a_subj(HC.neutral).81             1.271557  0.051188   1.175839  1.236304    1.2688  1.305457   1.375204  0.001487
a_subj(HC.neutral).82             1.295175  0.057217   1.187959   1.25655  1.292826  1.331359   1.412108  0.001726
a_subj(HC.neutral).83             1.081989  0.046513   0.993674  1.049931  1.081967  1.112537   1.178901  0.001367
a_subj(HC.neutral).85             1.469267  0.056358   1.365134  1.430981  1.466969  1.505557   1.584134  0.001691
a_subj(HC.neutral).86             1.236131  0.045554   1.152856   1.20393  1.235679  1.266448   1.333333  0.001456
a_subj(HC.neutral).88             0.812466  0.034412    0.74653  0.789251  0.811322  0.835591   0.882927  0.001182
a_subj(HC.neutral).89             1.319913  0.053547   1.216088  1.283702   1.32014  1.354766   1.430108  0.001715
a_subj(HC.neutral).90             0.908212  0.044969   0.833074  0.876053  0.904577  0.934956   1.006613  0.001978
a_subj(HC.neutral).91             1.009791  0.046694   0.918332   0.97842  1.009612  1.040165   1.101728  0.001416
a_subj(HC.neutral).93             1.304462  0.049782   1.210099  1.270252  1.304746  1.336907   1.405469  0.001543
a_subj(HC.neutral).94             1.753674  0.068189   1.620672  1.707507  1.752957  1.797782   1.892602  0.002148
a_subj(HC.neutral).95             1.092143  0.057355   0.991969  1.050105  1.088299  1.128714   1.210105  0.002002
a_subj(HC.neutral).97             1.065705  0.041762   0.988139  1.037095  1.064987  1.093492   1.150899  0.001292
a_subj(HC.neutral).99             1.223835  0.048333   1.130394  1.190666  1.223258  1.257052   1.324945  0.001628
a_subj(HC.neutral).100            1.651978  0.060329   1.537049  1.611192  1.650577   1.69169   1.772571  0.001951
a_subj(HC.neutral).101            1.069802  0.050732   0.980302  1.034445  1.067341  1.102996   1.175705  0.001848
a_subj(HC.neutral).105            1.272518  0.051947   1.175524  1.236537  1.270473  1.306889   1.379368  0.001646
a_subj(HC.neutral).106            1.222798  0.050034   1.127722  1.189539  1.220976  1.255232   1.325713    0.0016
a_subj(HC.neutral).107            1.272055   0.06738   1.149782  1.225628  1.268706  1.312907   1.417469  0.002587
a_subj(HC.neutral).108            1.503529  0.068117    1.37991  1.455232  1.501867  1.546868   1.642553  0.002338
a_subj(HC.neutral).109             1.42169  0.052578   1.319329  1.385716  1.421855  1.454734   1.530887  0.001481
a_subj(HC.neutral).110            0.937826  0.053847   0.837836  0.902245  0.937215  0.971238   1.054978  0.002097
a_subj(HC.neutral).112            1.246194  0.054427   1.141567  1.210304  1.245403  1.279493   1.361065  0.001956
a_subj(HC.neutral).113            1.094752  0.062599   0.991641  1.050958  1.086999  1.131814   1.240799  0.003751
a_subj(HC.neutral).114            1.238715  0.051863   1.137284  1.204127  1.237273  1.273071   1.340589  0.001936
a_subj(HC.neutral).115            1.728532  0.070318   1.591413  1.680044  1.727945  1.775574   1.869927  0.002462
a_subj(HC.neutral).116            1.275777  0.052694   1.179381  1.239659  1.274544  1.308512   1.386157  0.001778
a_subj(HC.neutral).118            1.675363  0.081842   1.519026  1.618316  1.672066  1.731213   1.835483  0.003006
a_subj(HC.neutral).120            1.484714  0.065553   1.361858  1.438675  1.484183  1.529096   1.613555  0.002402
a_subj(HC.neutral).121            1.140891  0.056035   1.042764  1.102583     1.137  1.175941   1.260225  0.001964
a_subj(HC.neutral).123            0.967968  0.036818   0.898787   0.94211  0.966955  0.991868   1.040323   0.00114
a_subj(HC.neutral).124            1.454256  0.058314   1.341456  1.416548  1.450843  1.492476   1.573939   0.00153
a_subj(HC.neutral).125            1.478239  0.067189   1.348847  1.432703  1.476092  1.522517     1.6143   0.00262
a_subj(HC.neutral).128            0.926416  0.052571   0.834185  0.890011  0.922989  0.960088   1.039093  0.002325
a_subj(HC.neutral).129            1.566562  0.061249   1.455486  1.523355  1.565361  1.606762   1.691782  0.001628
a_subj(HC.neutral).130            1.233141  0.045378   1.148183  1.201293  1.232644  1.262295   1.327831  0.001341
a_subj(HC.neutral).131             1.08284    0.0439   0.998483   1.05254  1.081063  1.112313   1.169927  0.001502
a_subj(HC.neutral).132            1.515292  0.058348   1.401205   1.47705  1.515092  1.552822   1.639572  0.001725
a_subj(HC.neutral).134            1.722105  0.061469   1.608661   1.67977  1.720451  1.762254   1.846411  0.001713
a_subj(HC.neutral).135            1.286951  0.060745   1.174054  1.244409    1.2873  1.326044   1.411482  0.002019
a_subj(HC.neutral).136            1.048591  0.041698   0.964626  1.020591  1.048925  1.075544   1.132935  0.001439
a_subj(HC.neutral).137            1.671661  0.066645   1.546911  1.625422  1.673721  1.716905   1.802663  0.002262
a_subj(HC.neutral).138            1.120233  0.057174   1.016116  1.079243  1.117658  1.158056    1.24449  0.002157
a_subj(HC.neutral).139            1.154146  0.049115   1.057101  1.121422  1.151875   1.18516   1.252298  0.001607
